purchase_date,ingredient,quantity,unit,cost_per_unit,total_cost,expiration_date,shelf_life_days,days_until_expiration,alert_level
2025-08-03,Caramel Syrup,13.1,bottle,283.43,3712.11,2025-11-01,90,-307.0,Expired
2025-08-03,Matcha Powder,8.1,kg,1234.39,10041.35,2026-01-30,180,-217.0,Expired
2025-08-03,Potatoes,12.7,kg,120.91,1538.83,2025-08-17,14,-383.0,Expired
2025-08-10,Coffee Beans,13.0,kg,1131.09,14757.67,2025-10-09,60,-330.0,Expired
2025-08-10,Fresh Cream,12.5,liter,232.25,2913.02,2025-08-20,10,-380.0,Expired
2025-08-10,Cheese,4.3,kg,622.2,2677.23,2025-08-31,21,-369.0,Expired
2025-08-10,Bread,5.4,pack,70.14,376.49,2025-08-14,4,-386.0,Expired
2025-08-10,Chocolate Syrup,6.3,bottle,292.6,1848.79,2025-11-08,90,-300.0,Expired
2025-08-10,Strawberry,11.4,kg,358.65,4081.07,2025-08-15,5,-385.0,Expired
2025-08-10,Oreo,11.1,pack,189.52,2104.48,2026-02-06,180,-210.0,Expired
2025-08-10,Noodles,12.4,pack,59.19,733.24,2026-08-10,365,-25.0,Expired
2025-08-17,Coffee Beans,8.0,kg,1130.44,9018.08,2025-10-16,60,-323.0,Expired
2025-08-17,Milk,7.6,liter,114.37,872.75,2025-08-24,7,-376.0,Expired
2025-08-17,Fresh Cream,7.3,liter,238.07,1743.49,2025-08-27,10,-373.0,Expired
2025-08-17,Chicken,11.3,kg,399.31,4492.31,2025-08-22,5,-378.0,Expired
2025-08-17,Cheese,13.0,kg,626.87,8122.59,2025-09-07,21,-362.0,Expired
2025-08-17,Bread,10.1,pack,70.84,717.54,2025-08-21,4,-379.0,Expired
2025-08-17,Chocolate Syrup,14.3,bottle,277.8,3961.66,2025-11-15,90,-293.0,Expired
2025-08-17,Caramel Syrup,5.6,bottle,276.65,1550.49,2025-11-15,90,-293.0,Expired
2025-08-17,Matcha Powder,6.2,kg,1230.07,7606.69,2026-02-13,180,-203.0,Expired
2025-08-17,Oreo,13.8,pack,193.31,2664.7,2026-02-13,180,-203.0,Expired
2025-08-17,Potatoes,10.8,kg,122.22,1316.44,2025-08-31,14,-369.0,Expired
2025-08-17,Noodles,14.2,pack,56.96,809.62,2026-08-17,365,-18.0,Expired
2025-08-24,Coffee Beans,11.6,kg,1130.57,13070.59,2025-10-23,60,-316.0,Expired
2025-08-24,Fresh Cream,6.0,liter,240.02,1446.89,2025-09-03,10,-366.0,Expired
2025-08-24,Cheese,12.5,kg,638.51,8010.15,2025-09-14,21,-355.0,Expired
2025-08-24,Bread,4.8,pack,73.22,351.57,2025-08-28,4,-372.0,Expired
2025-08-24,Chocolate Syrup,13.4,bottle,286.39,3837.79,2025-11-22,90,-286.0,Expired
2025-08-24,Caramel Syrup,10.6,bottle,291.05,3099.47,2025-11-22,90,-286.0,Expired
2025-08-24,Matcha Powder,4.7,kg,1244.61,5885.34,2026-02-20,180,-196.0,Expired
2025-08-24,Strawberry,5.5,kg,353.16,1951.35,2025-08-29,5,-371.0,Expired
2025-08-24,Oreo,8.4,pack,198.54,1671.81,2026-02-20,180,-196.0,Expired
2025-08-24,Potatoes,7.2,kg,124.71,894.41,2025-09-07,14,-362.0,Expired
2025-08-24,Noodles,6.2,pack,57.9,358.09,2026-08-24,365,-11.0,Expired
2025-08-31,Coffee Beans,5.5,kg,1122.44,6147.89,2025-10-30,60,-309.0,Expired
2025-08-31,Milk,12.2,liter,113.79,1384.17,2025-09-07,7,-362.0,Expired
2025-08-31,Chicken,9.0,kg,386.78,3478.15,2025-09-05,5,-364.0,Expired
2025-08-31,Cheese,11.5,kg,629.96,7236.75,2025-09-21,21,-348.0,Expired
2025-08-31,Caramel Syrup,5.4,bottle,283.2,1536.31,2025-11-29,90,-279.0,Expired
2025-08-31,Matcha Powder,14.5,kg,1208.79,17472.88,2026-02-27,180,-189.0,Expired
2025-08-31,Strawberry,14.7,kg,360.2,5302.28,2025-09-05,5,-364.0,Expired
2025-08-31,Oreo,6.7,pack,191.83,1288.38,2026-02-27,180,-189.0,Expired
2025-08-31,Potatoes,10.3,kg,125.41,1291.42,2025-09-14,14,-355.0,Expired
2025-08-31,Noodles,3.6,pack,58.83,209.67,2026-08-31,365,-4.0,Expired
2025-09-07,Coffee Beans,10.4,kg,1117.33,11619.81,2025-11-06,60,-302.0,Expired
2025-09-07,Milk,9.8,liter,116.01,1133.17,2025-09-14,7,-355.0,Expired
2025-09-07,Fresh Cream,6.2,liter,231.48,1434.03,2025-09-17,10,-352.0,Expired
2025-09-07,Cheese,15.1,kg,638.54,9634.3,2025-09-28,21,-341.0,Expired
2025-09-07,Caramel Syrup,5.4,bottle,288.99,1567.87,2025-12-06,90,-272.0,Expired
2025-09-07,Strawberry,12.8,kg,373.47,4774.4,2025-09-12,5,-357.0,Expired
2025-09-07,Oreo,6.4,pack,195.15,1240.11,2026-03-06,180,-182.0,Expired
2025-09-07,Potatoes,4.6,kg,127.04,583.14,2025-09-21,14,-348.0,Expired
2025-09-07,Noodles,7.4,pack,59.81,445.1,2026-09-07,365,3.0,Medium Alert
2025-09-14,Coffee Beans,13.2,kg,1127.63,14882.6,2025-11-13,60,-295.0,Expired
2025-09-14,Fresh Cream,9.8,liter,230.8,2251.47,2025-09-24,10,-345.0,Expired
2025-09-14,Bread,4.5,pack,72.88,330.89,2025-09-18,4,-351.0,Expired
2025-09-14,Chocolate Syrup,4.6,bottle,294.57,1357.05,2025-12-13,90,-265.0,Expired
2025-09-14,Matcha Powder,12.8,kg,1218.38,15611.86,2026-03-13,180,-175.0,Expired
2025-09-14,Strawberry,14.2,kg,375.73,5350.34,2025-09-19,5,-350.0,Expired
2025-09-14,Potatoes,14.4,kg,120.59,1741.54,2025-09-28,14,-341.0,Expired
2025-09-14,Noodles,6.6,pack,59.63,394.4,2026-09-14,365,10.0,Low Alert
2025-09-21,Coffee Beans,6.7,kg,1091.01,7363.78,2025-11-20,60,-288.0,Expired
2025-09-21,Chicken,7.3,kg,398.86,2902.84,2025-09-26,5,-343.0,Expired
2025-09-21,Bread,8.9,pack,72.53,645.62,2025-09-25,4,-344.0,Expired
2025-09-21,Chocolate Syrup,6.3,bottle,281.99,1771.35,2025-12-20,90,-258.0,Expired
2025-09-21,Matcha Powder,13.9,kg,1244.84,17348.93,2026-03-20,180,-168.0,Expired
2025-09-21,Strawberry,12.0,kg,376.71,4515.7,2025-09-26,5,-343.0,Expired
2025-09-21,Noodles,5.3,pack,57.59,307.55,2026-09-21,365,17.0,Low Alert
2025-09-28,Coffee Beans,5.5,kg,1126.86,6248.35,2025-11-27,60,-281.0,Expired
2025-09-28,Milk,6.2,liter,117.36,731.47,2025-10-05,7,-334.0,Expired
2025-09-28,Fresh Cream,6.6,liter,233.82,1533.95,2025-10-08,10,-331.0,Expired
2025-09-28,Bread,6.7,pack,69.88,466.68,2025-10-02,4,-337.0,Expired
2025-09-28,Chocolate Syrup,7.8,bottle,285.87,2235.85,2025-12-27,90,-251.0,Expired
2025-09-28,Strawberry,14.1,kg,375.6,5291.32,2025-10-03,5,-336.0,Expired
2025-09-28,Oreo,12.1,pack,196.68,2385.87,2026-03-27,180,-161.0,Expired
2025-09-28,Noodles,13.5,pack,60.62,819.08,2026-09-28,365,24.0,Low Alert
2025-10-05,Milk,5.8,liter,116.94,682.89,2025-10-12,7,-327.0,Expired
2025-10-05,Fresh Cream,6.1,liter,230.9,1402.37,2025-10-15,10,-324.0,Expired
2025-10-05,Chicken,6.7,kg,389.82,2595.71,2025-10-10,5,-329.0,Expired
2025-10-05,Cheese,7.4,kg,646.2,4779.88,2025-10-26,21,-313.0,Expired
2025-10-05,Strawberry,9.8,kg,360.66,3551.68,2025-10-10,5,-329.0,Expired
2025-10-05,Oreo,10.4,pack,196.01,2046.82,2026-04-03,180,-154.0,Expired
2025-10-05,Potatoes,3.6,kg,122.55,440.45,2025-10-19,14,-320.0,Expired
2025-10-05,Noodles,13.9,pack,59.28,826.73,2026-10-05,365,31.0,Low Alert
2025-10-12,Coffee Beans,5.4,kg,1133.66,6098.2,2025-12-11,60,-267.0,Expired
2025-10-12,Milk,6.8,liter,114.95,778.72,2025-10-19,7,-320.0,Expired
2025-10-12,Fresh Cream,4.6,liter,231.11,1056.02,2025-10-22,10,-317.0,Expired
2025-10-12,Chicken,7.6,kg,394.47,3001.26,2025-10-17,5,-322.0,Expired
2025-10-12,Bread,5.0,pack,70.49,354.38,2025-10-16,4,-323.0,Expired
2025-10-12,Chocolate Syrup,8.4,bottle,293.31,2469.06,2026-01-10,90,-237.0,Expired
2025-10-12,Caramel Syrup,8.1,bottle,281.45,2278.7,2026-01-10,90,-237.0,Expired
2025-10-12,Strawberry,11.9,kg,359.83,4297.41,2025-10-17,5,-322.0,Expired
2025-10-12,Oreo,12.5,pack,194.15,2430.5,2026-04-10,180,-147.0,Expired
2025-10-12,Potatoes,13.8,kg,127.61,1764.2,2025-10-26,14,-313.0,Expired
2025-10-12,Noodles,12.7,pack,59.84,760.57,2026-10-12,365,38.0,Low Alert
2025-10-19,Coffee Beans,4.6,kg,1105.81,5062.88,2025-12-18,60,-260.0,Expired
2025-10-19,Milk,12.4,liter,120.56,1498.55,2025-10-26,7,-313.0,Expired
2025-10-19,Chicken,9.3,kg,384.82,3580.06,2025-10-24,5,-315.0,Expired
2025-10-19,Cheese,12.6,kg,622.33,7819.95,2025-11-09,21,-299.0,Expired
2025-10-19,Bread,14.6,pack,73.09,1064.69,2025-10-23,4,-316.0,Expired
2025-10-19,Chocolate Syrup,8.5,bottle,281.87,2385.04,2026-01-17,90,-230.0,Expired
2025-10-19,Matcha Powder,5.7,kg,1245.21,7130.16,2026-04-17,180,-140.0,Expired
2025-10-19,Oreo,8.6,pack,199.43,1705.4,2026-04-17,180,-140.0,Expired
2025-10-19,Noodles,5.6,pack,60.87,338.07,2026-10-19,365,45.0,Low Alert
2025-10-26,Chicken,9.3,kg,394.8,3673.81,2025-10-31,5,-308.0,Expired
2025-10-26,Cheese,7.3,kg,641.97,4715.07,2025-11-16,21,-292.0,Expired
2025-10-26,Bread,12.6,pack,72.74,914.3,2025-10-30,4,-309.0,Expired
2025-10-26,Chocolate Syrup,10.1,bottle,297.36,2992.91,2026-01-24,90,-223.0,Expired
2025-10-26,Caramel Syrup,8.1,bottle,292.67,2362.38,2026-01-24,90,-223.0,Expired
2025-10-26,Matcha Powder,8.9,kg,1237.46,11012.63,2026-04-24,180,-133.0,Expired
2025-10-26,Strawberry,12.1,kg,365.96,4430.03,2025-10-31,5,-308.0,Expired
2025-10-26,Oreo,14.9,pack,197.62,2948.9,2026-04-24,180,-133.0,Expired
2025-10-26,Noodles,9.2,pack,60.44,554.36,2026-10-26,365,52.0,Low Alert
2025-11-02,Coffee Beans,12.3,kg,1117.56,13786.16,2026-01-01,60,-246.0,Expired
2025-11-02,Milk,8.8,liter,119.21,1054.31,2025-11-09,7,-299.0,Expired
2025-11-02,Chicken,13.0,kg,387.79,5059.72,2025-11-07,5,-301.0,Expired
2025-11-02,Cheese,11.9,kg,623.04,7425.95,2025-11-23,21,-285.0,Expired
2025-11-02,Bread,6.8,pack,72.75,495.3,2025-11-06,4,-302.0,Expired
2025-11-02,Chocolate Syrup,8.6,bottle,292.35,2509.51,2026-01-31,90,-216.0,Expired
2025-11-02,Caramel Syrup,4.2,bottle,289.41,1216.0,2026-01-31,90,-216.0,Expired
2025-11-02,Matcha Powder,13.6,kg,1246.64,17000.29,2026-05-01,180,-126.0,Expired
2025-11-02,Oreo,11.5,pack,197.47,2271.2,2026-05-01,180,-126.0,Expired
2025-11-02,Potatoes,14.8,kg,128.67,1900.16,2025-11-16,14,-292.0,Expired
2025-11-02,Noodles,14.5,pack,59.08,854.14,2026-11-02,365,59.0,Low Alert
2025-11-09,Coffee Beans,6.5,kg,1111.99,7195.41,2026-01-08,60,-239.0,Expired
2025-11-09,Fresh Cream,9.1,liter,243.9,2215.73,2025-11-19,10,-289.0,Expired
2025-11-09,Chicken,11.9,kg,407.97,4835.69,2025-11-14,5,-294.0,Expired
2025-11-09,Cheese,16.0,kg,645.69,10325.67,2025-11-30,21,-278.0,Expired
2025-11-09,Bread,13.7,pack,73.46,1007.14,2025-11-13,4,-295.0,Expired
2025-11-09,Chocolate Syrup,4.5,bottle,285.85,1278.95,2026-02-07,90,-209.0,Expired
2025-11-09,Caramel Syrup,4.3,bottle,290.68,1259.55,2026-02-07,90,-209.0,Expired
2025-11-09,Matcha Powder,7.9,kg,1249.8,9832.26,2026-05-08,180,-119.0,Expired
2025-11-09,Noodles,7.1,pack,58.95,419.35,2026-11-09,365,66.0,Low Alert
2025-11-16,Coffee Beans,14.6,kg,1130.37,16483.88,2026-01-15,60,-232.0,Expired
2025-11-16,Milk,3.7,liter,115.95,432.5,2025-11-23,7,-285.0,Expired
2025-11-16,Fresh Cream,4.9,liter,231.43,1138.85,2025-11-26,10,-282.0,Expired
2025-11-16,Chicken,14.0,kg,406.4,5685.24,2025-11-21,5,-287.0,Expired
2025-11-16,Cheese,16.6,kg,619.84,10306.98,2025-12-07,21,-271.0,Expired
2025-11-16,Bread,8.6,pack,71.82,616.42,2025-11-20,4,-288.0,Expired
2025-11-16,Chocolate Syrup,6.5,bottle,291.06,1885.8,2026-02-14,90,-202.0,Expired
2025-11-16,Matcha Powder,13.6,kg,1271.16,17323.99,2026-05-15,180,-112.0,Expired
2025-11-16,Strawberry,9.4,kg,372.34,3489.27,2025-11-21,5,-287.0,Expired
2025-11-16,Oreo,9.4,pack,194.41,1829.24,2026-05-15,180,-112.0,Expired
2025-11-16,Potatoes,9.6,kg,124.65,1192.07,2025-11-30,14,-278.0,Expired
2025-11-16,Noodles,15.0,pack,57.97,870.91,2026-11-16,365,73.0,Low Alert
2025-11-23,Coffee Beans,12.5,kg,1103.91,13752.21,2026-01-22,60,-225.0,Expired
2025-11-23,Milk,8.5,liter,120.9,1026.31,2025-11-30,7,-278.0,Expired
2025-11-23,Fresh Cream,9.1,liter,239.16,2164.4,2025-12-03,10,-275.0,Expired
2025-11-23,Bread,12.6,pack,73.79,930.19,2025-11-27,4,-281.0,Expired
2025-11-23,Chocolate Syrup,11.0,bottle,286.44,3151.09,2026-02-21,90,-195.0,Expired
2025-11-23,Matcha Powder,10.8,kg,1274.57,13795.24,2026-05-22,180,-105.0,Expired
2025-11-23,Noodles,4.4,pack,59.04,260.24,2026-11-23,365,80.0,Low Alert
2025-11-30,Coffee Beans,9.1,kg,1108.77,10087.59,2026-01-29,60,-218.0,Expired
2025-11-30,Milk,9.2,liter,117.42,1080.36,2025-12-07,7,-271.0,Expired
2025-11-30,Fresh Cream,16.8,liter,238.52,4003.35,2025-12-10,10,-268.0,Expired
2025-11-30,Chicken,7.1,kg,402.27,2844.16,2025-12-05,5,-273.0,Expired
2025-11-30,Cheese,6.7,kg,628.39,4182.96,2025-12-21,21,-257.0,Expired
2025-11-30,Bread,7.2,pack,73.98,536.11,2025-12-04,4,-274.0,Expired
2025-11-30,Chocolate Syrup,8.7,bottle,300.09,2614.03,2026-02-28,90,-188.0,Expired
2025-11-30,Caramel Syrup,13.1,bottle,295.23,3863.66,2026-02-28,90,-188.0,Expired
2025-11-30,Matcha Powder,4.3,kg,1257.54,5448.32,2026-05-29,180,-98.0,Expired
2025-11-30,Strawberry,14.5,kg,379.95,5501.4,2025-12-05,5,-273.0,Expired
2025-11-30,Oreo,10.3,pack,197.56,2043.61,2026-05-29,180,-98.0,Expired
2025-11-30,Potatoes,5.1,kg,127.63,651.24,2025-12-14,14,-264.0,Expired
2025-12-07,Coffee Beans,8.0,kg,1122.34,9031.5,2026-02-05,60,-211.0,Expired
2025-12-07,Fresh Cream,15.0,liter,242.35,3644.26,2025-12-17,10,-261.0,Expired
2025-12-07,Chicken,9.2,kg,387.95,3566.17,2025-12-12,5,-266.0,Expired
2025-12-07,Cheese,13.0,kg,623.36,8085.95,2025-12-28,21,-250.0,Expired
2025-12-07,Matcha Powder,14.2,kg,1232.24,17502.78,2026-06-05,180,-91.0,Expired
2025-12-07,Oreo,14.1,pack,197.0,2782.79,2026-06-05,180,-91.0,Expired
2025-12-14,Coffee Beans,4.7,kg,1125.27,5233.36,2026-02-12,60,-204.0,Expired
2025-12-14,Fresh Cream,10.6,liter,234.05,2490.8,2025-12-24,10,-254.0,Expired
2025-12-14,Chocolate Syrup,15.9,bottle,292.92,4666.17,2026-03-14,90,-174.0,Expired
2025-12-14,Matcha Powder,7.8,kg,1276.95,9997.17,2026-06-12,180,-84.0,Expired
2025-12-14,Strawberry,13.6,kg,363.01,4923.33,2025-12-19,5,-259.0,Expired
2025-12-14,Oreo,4.9,pack,203.31,1005.63,2026-06-12,180,-84.0,Expired
2025-12-14,Potatoes,4.9,kg,123.05,601.01,2025-12-28,14,-250.0,Expired
2025-12-21,Coffee Beans,5.1,kg,1124.86,5790.51,2026-02-19,60,-197.0,Expired
2025-12-21,Milk,16.1,liter,120.13,1936.5,2025-12-28,7,-250.0,Expired
2025-12-21,Fresh Cream,14.5,liter,247.28,3580.16,2025-12-31,10,-247.0,Expired
2025-12-21,Bread,11.8,pack,71.35,839.51,2025-12-25,4,-253.0,Expired
2025-12-21,Chocolate Syrup,11.8,bottle,292.06,3457.7,2026-03-21,90,-167.0,Expired
2025-12-21,Strawberry,6.8,kg,383.89,2626.57,2025-12-26,5,-252.0,Expired
2025-12-21,Potatoes,10.0,kg,123.67,1237.98,2026-01-04,14,-243.0,Expired
2025-12-21,Noodles,6.1,pack,59.24,359.76,2026-12-21,365,108.0,Low Alert
2025-12-28,Coffee Beans,13.9,kg,1158.31,16146.71,2026-02-26,60,-190.0,Expired
2025-12-28,Milk,6.3,liter,120.22,760.91,2026-01-04,7,-243.0,Expired
2025-12-28,Fresh Cream,6.1,liter,238.18,1457.04,2026-01-07,10,-240.0,Expired
2025-12-28,Chicken,6.2,kg,407.28,2529.09,2026-01-02,5,-245.0,Expired
2025-12-28,Cheese,12.5,kg,635.89,7941.43,2026-01-18,21,-229.0,Expired
2025-12-28,Chocolate Syrup,14.1,bottle,292.07,4119.64,2026-03-28,90,-160.0,Expired
2025-12-28,Caramel Syrup,6.9,bottle,295.66,2038.53,2026-03-28,90,-160.0,Expired
2025-12-28,Matcha Powder,14.4,kg,1281.49,18494.59,2026-06-26,180,-70.0,Expired
2025-12-28,Strawberry,8.7,kg,380.27,3290.79,2026-01-02,5,-245.0,Expired
2025-12-28,Oreo,7.9,pack,202.53,1608.03,2026-06-26,180,-70.0,Expired
2025-12-28,Potatoes,4.7,kg,129.53,602.66,2026-01-11,14,-236.0,Expired
2025-12-28,Noodles,4.5,pack,60.88,275.67,2026-12-28,365,115.0,Low Alert
2026-01-04,Coffee Beans,8.7,kg,1126.59,9769.24,2026-03-05,60,-183.0,Expired
2026-01-04,Milk,5.6,liter,123.69,687.4,2026-01-11,7,-236.0,Expired
2026-01-04,Fresh Cream,14.2,liter,242.12,3428.19,2026-01-14,10,-233.0,Expired
2026-01-04,Cheese,7.2,kg,658.06,4708.84,2026-01-25,21,-222.0,Expired
2026-01-04,Bread,14.7,pack,73.67,1079.61,2026-01-08,4,-239.0,Expired
2026-01-04,Chocolate Syrup,6.4,bottle,299.35,1917.85,2026-04-04,90,-153.0,Expired
2026-01-04,Caramel Syrup,13.7,bottle,287.17,3934.71,2026-04-04,90,-153.0,Expired
2026-01-04,Matcha Powder,6.6,kg,1248.11,8237.2,2026-07-03,180,-63.0,Expired
2026-01-04,Strawberry,12.9,kg,374.02,4817.52,2026-01-09,5,-238.0,Expired
2026-01-11,Coffee Beans,15.9,kg,1128.47,17963.85,2026-03-12,60,-176.0,Expired
2026-01-11,Fresh Cream,15.1,liter,234.81,3544.04,2026-01-21,10,-226.0,Expired
2026-01-11,Chicken,7.0,kg,393.69,2769.22,2026-01-16,5,-231.0,Expired
2026-01-11,Cheese,14.7,kg,659.9,9711.53,2026-02-01,21,-215.0,Expired
2026-01-11,Bread,7.7,pack,71.89,555.47,2026-01-15,4,-232.0,Expired
2026-01-11,Chocolate Syrup,12.4,bottle,299.8,3708.67,2026-04-11,90,-146.0,Expired
2026-01-11,Caramel Syrup,13.2,bottle,291.98,3849.32,2026-04-11,90,-146.0,Expired
2026-01-11,Matcha Powder,6.1,kg,1260.41,7635.21,2026-07-10,180,-56.0,Expired
2026-01-11,Strawberry,12.5,kg,374.26,4676.26,2026-01-16,5,-231.0,Expired
2026-01-11,Oreo,11.6,pack,203.22,2365.1,2026-07-10,180,-56.0,Expired
2026-01-11,Noodles,13.1,pack,59.84,783.1,2027-01-11,365,129.0,Low Alert
2026-01-18,Coffee Beans,7.5,kg,1135.53,8535.24,2026-03-19,60,-169.0,Expired
2026-01-18,Milk,13.9,liter,122.83,1705.38,2026-01-25,7,-222.0,Expired
2026-01-18,Fresh Cream,7.5,liter,236.27,1766.29,2026-01-28,10,-219.0,Expired
2026-01-18,Chicken,12.5,kg,400.98,5021.01,2026-01-23,5,-224.0,Expired
2026-01-18,Cheese,6.2,kg,663.33,4094.51,2026-02-08,21,-208.0,Expired
2026-01-18,Bread,6.9,pack,72.52,503.55,2026-01-22,4,-225.0,Expired
2026-01-18,Chocolate Syrup,8.2,bottle,297.39,2427.81,2026-04-18,90,-139.0,Expired
2026-01-18,Matcha Powder,11.1,kg,1278.02,14217.1,2026-07-17,180,-49.0,Expired
2026-01-18,Strawberry,11.0,kg,373.99,4102.69,2026-01-23,5,-224.0,Expired
2026-01-18,Oreo,13.0,pack,199.46,2584.18,2026-07-17,180,-49.0,Expired
2026-01-18,Noodles,7.3,pack,60.17,442.22,2027-01-18,365,136.0,Low Alert
2026-01-25,Coffee Beans,7.6,kg,1147.33,8750.21,2026-03-26,60,-162.0,Expired
2026-01-25,Milk,8.8,liter,124.88,1096.68,2026-02-01,7,-215.0,Expired
2026-01-25,Fresh Cream,14.1,liter,237.1,3340.35,2026-02-04,10,-212.0,Expired
2026-01-25,Chicken,4.4,kg,414.2,1826.64,2026-01-30,5,-217.0,Expired
2026-01-25,Cheese,6.6,kg,640.73,4251.13,2026-02-15,21,-201.0,Expired
2026-01-25,Chocolate Syrup,15.0,bottle,290.79,4366.93,2026-04-25,90,-132.0,Expired
2026-01-25,Oreo,6.3,pack,197.91,1242.47,2026-07-24,180,-42.0,Expired
2026-01-25,Potatoes,10.8,kg,129.68,1406.98,2026-02-08,14,-208.0,Expired
2026-02-01,Milk,15.2,liter,121.2,1836.86,2026-02-08,7,-208.0,Expired
2026-02-01,Fresh Cream,10.9,liter,237.49,2589.2,2026-02-11,10,-205.0,Expired
2026-02-01,Cheese,9.5,kg,639.95,6053.85,2026-02-22,21,-194.0,Expired
2026-02-01,Bread,15.7,pack,75.21,1183.51,2026-02-05,4,-211.0,Expired
2026-02-01,Chocolate Syrup,11.7,bottle,288.42,3373.59,2026-05-02,90,-125.0,Expired
2026-02-01,Caramel Syrup,14.1,bottle,297.81,4187.12,2026-05-02,90,-125.0,Expired
2026-02-01,Oreo,6.7,pack,198.93,1333.2,2026-07-31,180,-35.0,Expired
2026-02-01,Potatoes,8.6,kg,124.46,1064.14,2026-02-15,14,-201.0,Expired
2026-02-01,Noodles,12.8,pack,60.99,781.63,2027-02-01,365,150.0,Low Alert
2026-02-02,Fresh Cream,8.4,liter,180.0,1512.0,2026-02-12,10,,
2026-02-02,Cheese,7.1,kg,380.0,2698.0,2026-02-23,21,,
2026-02-03,Matcha Powder,7.8,kg,950.0,7410.0,2026-08-02,180,,
2026-02-03,Chicken,9.1,kg,220.0,2002.0,2026-02-07,4,,
2026-02-04,Potatoes,11.8,kg,70.0,826.0,2026-02-18,14,,
2026-02-05,Bread,8.0,pack,75.0,600.0,2026-02-09,4,,
2026-02-06,Coffee Beans,10.0,kg,850.0,8500.0,2026-04-07,60,,
2026-02-06,Milk,6.9,liter,90.0,621.0,2026-02-13,7,,
2026-02-06,Caramel Syrup,4.5,liter,210.0,945.0,2026-05-07,90,,
2026-02-06,Oreo,7.0,pack,95.0,665.0,2026-06-06,120,,
2026-02-06,Noodles,15.0,pack,60.0,900.0,2026-03-08,30,,
2026-02-07,Chocolate Syrup,9.3,liter,220.0,2046.0,2026-05-08,90,,
2026-02-07,Strawberry,4.8,kg,180.0,864.0,2026-02-12,5,,
2026-02-08,Chicken,8.7,kg,220.0,1914.0,2026-02-12,4,,
2026-02-11,Oreo,9.0,pack,95.0,855.0,2026-06-11,120,,
2026-02-12,Milk,5.1,liter,90.0,459.0,2026-02-19,7,,
2026-02-12,Caramel Syrup,6.8,liter,210.0,1428.0,2026-05-13,90,,
2026-02-13,Coffee Beans,6.7,kg,850.0,5695.0,2026-04-14,60,,
2026-02-13,Chicken,9.1,kg,220.0,2002.0,2026-02-17,4,,
2026-02-14,Strawberry,10.6,kg,180.0,1908.0,2026-02-19,5,,
2026-02-16,Fresh Cream,9.5,liter,180.0,1710.0,2026-02-26,10,,
2026-02-16,Oreo,15.0,pack,95.0,1425.0,2026-06-16,120,,
2026-02-16,Cheese,7.8,kg,380.0,2964.0,2026-03-09,21,,
2026-02-17,Chocolate Syrup,5.5,liter,220.0,1210.0,2026-05-18,90,,
2026-02-17,Matcha Powder,5.1,kg,950.0,4845.0,2026-08-16,180,,
2026-02-18,Milk,9.7,liter,90.0,873.0,2026-02-25,7,,
2026-02-18,Caramel Syrup,11.5,liter,210.0,2415.0,2026-05-19,90,,
2026-02-18,Chicken,4.3,kg,220.0,946.0,2026-02-22,4,,
2026-02-18,Potatoes,5.6,kg,70.0,392.0,2026-03-04,14,,
2026-02-19,Bread,7.0,pack,75.0,525.0,2026-02-23,4,,
2026-02-20,Coffee Beans,11.1,kg,850.0,9435.0,2026-04-21,60,,
2026-02-20,Noodles,9.0,pack,60.0,540.0,2026-03-22,30,,
2026-02-21,Oreo,8.0,pack,95.0,760.0,2026-06-21,120,,
2026-02-21,Strawberry,8.1,kg,180.0,1458.0,2026-02-26,5,,
2026-02-23,Chicken,11.9,kg,220.0,2618.0,2026-02-27,4,,
2026-02-24,Milk,8.3,liter,90.0,747.0,2026-03-03,7,,
2026-02-24,Caramel Syrup,6.0,liter,210.0,1260.0,2026-05-25,90,,
2026-02-26,Oreo,14.0,pack,95.0,1330.0,2026-06-26,120,,
2026-02-27,Coffee Beans,5.5,kg,850.0,4675.0,2026-04-28,60,,
2026-02-27,Chocolate Syrup,6.9,liter,220.0,1518.0,2026-05-28,90,,
2026-02-28,Strawberry,10.2,kg,180.0,1836.0,2026-03-05,5,,
2026-02-28,Chicken,10.9,kg,220.0,2398.0,2026-03-04,4,,
2026-03-02,Milk,6.7,liter,90.0,603.0,2026-03-09,7,,
2026-03-02,Fresh Cream,5.0,liter,180.0,900.0,2026-03-12,10,,
2026-03-02,Caramel Syrup,6.9,liter,210.0,1449.0,2026-05-31,90,,
2026-03-02,Cheese,11.1,kg,380.0,4218.0,2026-03-23,21,,
2026-03-03,Oreo,15.0,pack,95.0,1425.0,2026-07-01,120,,
2026-03-03,Matcha Powder,7.5,kg,950.0,7125.0,2026-08-30,180,,
2026-03-04,Potatoes,11.7,kg,70.0,819.0,2026-03-18,14,,
2026-03-05,Chicken,6.7,kg,220.0,1474.0,2026-03-09,4,,
2026-03-05,Bread,6.0,pack,75.0,450.0,2026-03-09,4,,
2026-03-06,Coffee Beans,8.0,kg,850.0,6800.0,2026-05-05,60,,
2026-03-06,Noodles,11.0,pack,60.0,660.0,2026-04-05,30,,
2026-03-07,Strawberry,6.9,kg,180.0,1242.0,2026-03-12,5,,
2026-03-08,Milk,10.4,liter,90.0,936.0,2026-03-15,7,,
2026-03-08,Caramel Syrup,6.1,liter,210.0,1281.0,2026-06-06,90,,
2026-03-08,Oreo,5.0,pack,95.0,475.0,2026-07-06,120,,
